Type,Campaign,Ad Group,Keyword,Match Type,Final URL,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Status
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[cpap machine or supplies pre authorization denied],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""cpap machine or supplies pre authorization denied""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[cpap machine or supplies preauth denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""cpap machine or supplies preauth denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[fight cpap machine or supplies denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""fight cpap machine or supplies denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[how to appeal cpap machine or supplies denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""how to appeal cpap machine or supplies denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[insurance denied cpap machine or supplies],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""insurance denied cpap machine or supplies""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[insurance denied sleep apnea treatment],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""insurance denied sleep apnea treatment""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[insurance refusing cpap machine or supplies],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""insurance refusing cpap machine or supplies""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[insurance won't cover cpap machine or supplies],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""insurance won't cover cpap machine or supplies""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea appeal],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea appeal""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea coverage denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea coverage denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea cpap machine or supplies],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea cpap machine or supplies""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea cpap machine or supplies denied],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea cpap machine or supplies denied""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea insurance denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea insurance denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea medication denied],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea medication denied""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[sleep apnea treatment denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""sleep apnea treatment denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[united healthcare denied cpap machine or supplies],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""united healthcare denied cpap machine or supplies""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,[write appeal letter cpap machine or supplies],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing CPAP Denials,"""write appeal letter cpap machine or supplies""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Responsive Search Ad,Fight Health Insurance - Microsites,Appealing CPAP Denials,,,https://fighthealthinsurance.com/microsite/cpap-denial/,Appealing CPAP Denials,Appeal Your CPAP Denial,Start your CPAP appeal.,Appeal CPAP Machine or Suppli…,Fight Insurance Denials,Free Appeal Help,AI-Powered Appeal Letters,Helpful for OSA patients deni…,Get Your Appeal Started,Free Appeal Generator,,,,,,Insurers often deny CPAP coverage despite your doctor's prescription.,"We help you appeal by asking questions and helping you explain symptoms, severity, diagno…","Insurers regularly deny CPAP machines and supplies, often claiming test results don't mee…",Free AI-powered tool to help you write persuasive insurance appeal letters.,cpap,denial,Active
Ad Group,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,,,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[aetna denied physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""aetna denied physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[appeal letter for physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""appeal letter for physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[appeal physical / occupational / speech therapy denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""appeal physical / occupational / speech therapy denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[blue cross denied physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""blue cross denied physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[fight physical / occupational / speech therapy denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""fight physical / occupational / speech therapy denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[how to appeal physical / occupational / speech therapy denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""how to appeal physical / occupational / speech therapy denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[insurance denied physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""insurance denied physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[insurance refusing physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""insurance refusing physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[insurance won't cover physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""insurance won't cover physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy appeal],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy appeal""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy appeal letter template],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy appeal letter template""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy coverage denied],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy coverage denied""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy denied by insurance],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy denied by insurance""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy insurance denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy insurance denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy not covered],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy not covered""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy not medically necessary],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy not medically necessary""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy pre authorization denied],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy pre authorization denied""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[physical / occupational / speech therapy preauth denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""physical / occupational / speech therapy preauth denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[united healthcare denied physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""united healthcare denied physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,[write appeal letter physical / occupational / speech therapy],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,"""write appeal letter physical / occupational / speech therapy""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Responsive Search Ad,Fight Health Insurance - Microsites,Appealing Physical/Occupational/Speech Therapy Denials,,,https://fighthealthinsurance.com/microsite/pt-ot-st-denial/,Appealing Physical/Occupation…,"Appeal Your Physical, Occupat…",Start your therapy appeal.,Appeal Physical / Occupationa…,Fight Insurance Denials,Free Appeal Help,AI-Powered Appeal Letters,Appeal visit-limit denials an…,Get Your Appeal Started,Free Appeal Generator,,,,,,"Movement, recovery, and communication aren’t optional.","We help you explain your functional goals, progress, and clinician recommendations clearl…","Insurers often deny therapy by calling it ""maintenance care"" or limiting visit counts. Yo…",Free AI-powered tool to help you write persuasive insurance appeal letters.,pt,ot,Active
Ad Group,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,,,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[aetna denied psychiatry / therapy services],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""aetna denied psychiatry / therapy services""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[appeal letter for psychiatry / therapy services],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""appeal letter for psychiatry / therapy services""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[appeal psychiatry / therapy services denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""appeal psychiatry / therapy services denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[blue cross denied psychiatry / therapy services],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""blue cross denied psychiatry / therapy services""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[fight psychiatry / therapy services denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""fight psychiatry / therapy services denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[how to appeal psychiatry / therapy services denial],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""how to appeal psychiatry / therapy services denial""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[insurance denied psychiatry / therapy services],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""insurance denied psychiatry / therapy services""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[insurance refusing psychiatry / therapy services],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""insurance refusing psychiatry / therapy services""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,[insurance won't cover psychiatry / therapy services],Exact,,,,,,,,,,,,,,,,,,,,,,,Active
Keyword,Fight Health Insurance - Microsites,Appealing Mental Health Care Denials,"""insurance won't cover psychiatry / therapy services""",Phrase,,,,,,,,,,,,,,,,,,,,,,,Active
